行政代码,地名,东经,北纬
320115,江苏省南京市江宁区,118.835418,31.863971
320116,江苏省南京市六合区,118.848166,32.40064
320117,江苏省南京市溧水区,119.028414,31.651108
320118,江苏省南京市高淳区,118.892074,31.328678
320200,江苏省无锡市,120.305456,31.570037
320205,江苏省无锡市锡山区,120.491008,31.615587
320206,江苏省无锡市惠山区,120.215294,31.656376
320211,江苏省无锡市滨湖区,120.248502,31.466579
320213,江苏省无锡市梁溪区,120.303551,31.566226
320214,江苏省无锡市新吴区,120.364303,31.49085
320281,江苏省无锡市江阴市,120.310679,31.837425
320282,江苏省无锡市宜兴市,119.790265,31.362245
320300,江苏省徐州市,117.188107,34.271553
320302,江苏省徐州市鼓楼区,117.296129,34.30141
320303,江苏省徐州市云龙区,117.276176,34.222487
320305,江苏省徐州市贾汪区,117.498246,34.410528
320311,江苏省徐州市泉山区,117.175584,34.241947
320312,江苏省徐州市铜山区,117.169698,34.181162
320321,江苏省徐州市丰县,116.615733,34.695773
320322,江苏省徐州市沛县,116.911468,34.700648
320324,江苏省徐州市睢宁县,117.890364,33.946571
320381,江苏省徐州市新沂市,118.344121,34.284443
320382,江苏省徐州市邳州市,117.90306,34.402946
320400,江苏省常州市,119.981861,31.771397
320402,江苏省常州市天宁区,120.001766,31.777803
320404,江苏省常州市钟楼区,119.912439,31.798511
320411,江苏省常州市新北区,119.903154,31.939946
320412,江苏省常州市武进区,119.943432,31.672903
320413,江苏省常州市金坛区,119.587503,31.722384
320481,江苏省常州市溧阳市,119.382839,31.425242
320500,江苏省苏州市,120.619907,31.317987
320505,江苏省苏州市虎丘区,120.478424,31.351869
320506,江苏省苏州市吴中区,120.365776,31.17987
320507,江苏省苏州市相城区,120.646853,31.450775
320508,江苏省苏州市姑苏区,120.617367,31.335648
320509,江苏省苏州市吴江区,120.645728,31.138525
320581,江苏省苏州市常熟市,120.831486,31.669446
320582,江苏省苏州市张家港市,120.627279,31.907812
320583,江苏省苏州市昆山市,120.965808,31.328937
320585,江苏省苏州市太仓市,121.158978,31.571904
320600,江苏省南通市,120.873801,32.014665
320612,江苏省南通市通州区,121.073742,32.065972
320613,江苏省南通市崇川区,120.857253,32.010277
320614,江苏省南通市海门区,121.182016,31.869418
320623,江苏省南通市如东县,121.059244,32.387662
320681,江苏省南通市启东市,121.678822,31.871302
320682,江苏省南通市如皋市,120.580144,32.273616
320685,江苏省南通市海安市,120.46779,32.532853
320700,江苏省连云港市,119.173872,34.601549
320703,江苏省连云港市连云区,119.467017,34.638922
320706,江苏省连云港市海州区,119.162196,34.51416
320707,江苏省连云港市赣榆区,119.173173,34.841336
320722,江苏省连云港市东海县,118.79231,34.556383
320723,江苏省连云港市灌云县,119.392775,34.406832
320724,江苏省连云港市灌南县,119.446397,34.175195
320800,江苏省淮安市,119.030186,33.606513
320803,江苏省淮安市淮安区,119.303107,33.504018
320804,江苏省淮安市淮阴区,118.935664,33.664059
320812,江苏省淮安市清江浦区,119.026662,33.552579
320813,江苏省淮安市洪泽区,118.873132,33.294095
320826,江苏省淮安市涟水县,119.324957,33.884155
320830,江苏省淮安市盱眙县,118.538232,32.971613
320831,江苏省淮安市金湖县,119.145631,33.025834
320900,江苏省盐城市,120.148872,33.379862
320902,江苏省盐城市亭湖区,120.206351,33.378948
320903,江苏省盐城市盐都区,119.968501,33.265898
320904,江苏省盐城市大丰区,120.500761,33.200047
320921,江苏省盐城市响水县,119.797602,34.232797
320922,江苏省盐城市滨海县,120.026609,34.092317
320923,江苏省盐城市阜宁县,119.70499,33.711976
320924,江苏省盐城市射阳县,120.279505,33.745462
320925,江苏省盐城市建湖县,119.836497,33.488908
320981,江苏省盐城市东台市,120.563769,32.791443
321000,江苏省扬州市,119.427778,32.408505
321002,江苏省扬州市广陵区,119.486678,32.39567
321003,江苏省扬州市邗江区,119.458264,32.42583
321012,江苏省扬州市江都区,119.569684,32.43571
321023,江苏省扬州市宝应县,119.455651,33.225834
321081,江苏省扬州市仪征市,119.200955,32.392636
321084,江苏省扬州市高邮市,119.503407,32.835944
321100,江苏省镇江市,119.455835,32.204409
321102,江苏省镇江市京口区,119.584822,32.201996
321111,江苏省镇江市润州区,119.43092,32.196647
321112,江苏省镇江市丹徒区,119.498972,32.114041
321181,江苏省镇江市丹阳市,119.644304,31.960263
321182,江苏省镇江市扬中市,119.845138,32.189469
321183,江苏省镇江市句容市,119.20708,31.932635
321200,江苏省泰州市,119.919606,32.476053
321202,江苏省泰州市海陵区,119.921174,32.488258
321203,江苏省泰州市高港区,119.925744,32.330075
321204,江苏省泰州市姜堰区,120.12807,32.51029
321281,江苏省泰州市兴化市,119.996418,32.961954
321282,江苏省泰州市靖江市,120.276899,32.039443
321283,江苏省泰州市泰兴市,120.135346,32.213679
321300,江苏省宿迁市,118.296893,33.95205
321302,江苏省宿迁市宿城区,118.27464,33.862829
321311,江苏省宿迁市宿豫区,118.343693,34.00953
321322,江苏省宿迁市沭阳县,118.85775,34.154014
321323,江苏省宿迁市泗阳县,118.656941,33.708801
321324,江苏省宿迁市泗洪县,118.312551,33.425955
330000,浙江省,119.957202,29.159494
330100,浙江省杭州市,120.219375,30.259244
330102,浙江省杭州市上城区,120.180126,30.232358
330105,浙江省杭州市拱墅区,120.158845,30.344732
330106,浙江省杭州市西湖区,120.088993,30.207036
330108,浙江省杭州市滨江区,120.19237,30.187588
330109,浙江省杭州市萧山区,120.389081,30.172894
330110,浙江省杭州市余杭区,119.998089,30.38812
330111,浙江省杭州市富阳区,119.96022,30.048803
330112,浙江省杭州市临安区,119.724457,30.234375
330113,浙江省杭州市临平区,120.299222,30.419154
330114,浙江省杭州市钱塘区,120.493941,30.32304
330122,浙江省杭州市桐庐县,119.560462,29.836582
330127,浙江省杭州市淳安县,118.895765,29.614714
330182,浙江省杭州市建德市,119.379533,29.487115
330200,浙江省宁波市,121.579006,29.885259
330203,浙江省宁波市海曙区,121.535395,29.876801
330205,浙江省宁波市江北区,121.493299,29.966392
330206,浙江省宁波市北仑区,121.889419,29.868332
330211,浙江省宁波市镇海区,121.61663,29.995449
330212,浙江省宁波市鄞州区,121.537835,29.785459
330213,浙江省宁波市奉化区,121.406151,29.655292
330225,浙江省宁波市象山县,121.858666,29.378771
330226,浙江省宁波市宁海县,121.463624,29.314474
330281,浙江省宁波市余姚市,121.152779,29.996457
330282,浙江省宁波市慈溪市,121.338408,30.189257
330300,浙江省温州市,120.690635,28.002838
330302,浙江省温州市鹿城区,120.565799,28.067865
330303,浙江省温州市龙湾区,120.811078,27.913341
330304,浙江省温州市瓯海区,120.558404,27.972177
330305,浙江省温州市洞头区,121.157406,27.836412
330324,浙江省温州市永嘉县,120.668809,28.33639
330326,浙江省温州市平阳县,120.389387,27.637701
330327,浙江省温州市苍南县,120.445543,27.434436
330328,浙江省温州市文成县,120.028422,27.812713
330329,浙江省温州市泰顺县,119.884868,27.536407
330381,浙江省温州市瑞安市,120.46834,27.829231
330382,浙江省温州市乐清市,121.016175,28.261839
330383,浙江省温州市龙港市,120.552952,27.578379
330400,浙江省嘉兴市,120.760428,30.773992
330402,浙江省嘉兴市南湖区,120.760428,30.773992
330411,浙江省嘉兴市秀洲区,120.691907,30.777679
330421,浙江省嘉兴市嘉善县,120.908873,30.905748
330424,浙江省嘉兴市海盐县,120.885576,30.526043
330481,浙江省嘉兴市海宁市,120.618727,30.442177
330482,浙江省嘉兴市平湖市,121.105839,30.716529
330483,浙江省嘉兴市桐乡市,120.490411,30.612341
330500,浙江省湖州市,120.137243,30.877925
330502,浙江省湖州市吴兴区,120.088919,30.808545
330503,浙江省湖州市南浔区,120.309147,30.766831
330521,浙江省湖州市德清县,120.049831,30.567583
330522,浙江省湖州市长兴县,119.81942,30.983353
330523,浙江省湖州市安吉县,119.583158,30.62637
330600,浙江省绍兴市,120.592467,30.002365
330602,浙江省绍兴市越城区,120.618327,30.015793
330603,浙江省绍兴市柯桥区,120.495532,30.083039
330604,浙江省绍兴市上虞区,120.868571,30.033862
330624,浙江省绍兴市新昌县,120.975702,29.414314
330681,浙江省绍兴市诸暨市,120.281434,29.6994
330683,浙江省绍兴市嵊州市,120.761431,29.591008
330700,浙江省金华市,119.652576,29.102899
330702,浙江省金华市婺城区,119.517572,28.98454
330703,浙江省金华市金东区,119.809227,29.155526
330723,浙江省金华市武义县,119.720833,28.774056
330726,浙江省金华市浦江县,119.910488,29.526266
330727,浙江省金华市磐安县,120.567447,29.044202
330781,浙江省金华市兰溪市,119.533338,29.284103
330782,浙江省金华市义乌市,120.067296,29.306444
330783,浙江省金华市东阳市,120.380818,29.237427
330784,浙江省金华市永康市,120.108684,28.940177
330800,浙江省衢州市,118.875842,28.95691
330802,浙江省衢州市柯城区,118.813003,28.998535
330803,浙江省衢州市衢江区,118.939044,28.941983
330822,浙江省衢州市常山县,118.54767,28.973666
330824,浙江省衢州市开化县,118.33165,29.189938
330825,浙江省衢州市龙游县,119.198664,28.997079
330881,浙江省衢州市江山市,118.607086,28.58197
330900,浙江省舟山市,122.169872,30.03601
330902,浙江省舟山市定海区,122.073024,30.064847
330903,浙江省舟山市普陀区,122.278765,29.871101
330921,浙江省舟山市岱山县,122.260359,30.319416
330922,浙江省舟山市嵊泗县,122.481686,30.705004
331000,浙江省台州市,121.440613,28.668283
331002,浙江省台州市椒江区,121.467376,28.657016
331003,浙江省台州市黄岩区,121.088318,28.604655
331004,浙江省台州市路桥区,121.450242,28.548659
331022,浙江省台州市三门县,121.488229,29.017744
331023,浙江省台州市天台县,120.985563,29.151779
331024,浙江省台州市仙居县,120.640606,28.738742
331081,浙江省台州市温岭市,121.421046,28.400554
331082,浙江省台州市临海市,121.221919,28.857389
331083,浙江省台州市玉环市,121.231915,28.136703
331100,浙江省丽水市,119.929576,28.4563
331102,浙江省丽水市莲都区,119.849952,28.447361
331121,浙江省丽水市青田县,120.146738,28.208429
331122,浙江省丽水市缙云县,120.191882,28.666326
331123,浙江省丽水市遂昌县,119.089342,28.52541
331124,浙江省丽水市松阳县,119.441013,28.41158
331125,浙江省丽水市云和县,119.54173,28.13132
331126,浙江省丽水市庆元县,119.157619,27.628046
331127,浙江省丽水市景宁畲族自治县,119.61929,27.896053
331181,浙江省丽水市龙泉市,119.082297,28.050639
340000,安徽省,117.216005,31.859252
340100,安徽省合肥市,117.282699,31.866942
340102,安徽省合肥市瑶海区,117.331224,31.905375
340103,安徽省合肥市庐阳区,117.247835,31.912901
340104,安徽省合肥市蜀山区,117.23128,31.838185
340111,安徽省合肥市包河区,117.353913,31.790724
340121,安徽省合肥市长丰县,117.174438,32.286111
340122,安徽省合肥市肥东县,117.575857,32.003189
340123,安徽省合肥市肥西县,117.036261,31.732638
340124,安徽省合肥市庐江县,117.288165,31.256978
340181,安徽省合肥市巢湖市,117.890236,31.624464
340200,安徽省芜湖市,118.384108,31.36602
340202,安徽省芜湖市镜湖区,118.387245,31.351966
340207,安徽省芜湖市鸠江区,118.493974,31.375482
340209,安徽省芜湖市弋江区,118.372664,31.311421
340210,安徽省芜湖市湾沚区,118.576124,31.134809
340212,安徽省芜湖市繁昌区,118.198536,31.101766
340223,安徽省芜湖市南陵县,118.288216,30.895982
340281,安徽省芜湖市无为市,117.902265,31.304462
340300,安徽省蚌埠市,117.35708,32.929499
340302,安徽省蚌埠市龙子湖区,117.478326,32.926343
340303,安徽省蚌埠市蚌山区,117.356356,32.881523
340304,安徽省蚌埠市禹会区,117.305515,32.889696
340311,安徽省蚌埠市淮上区,117.388184,33.023815
340321,安徽省蚌埠市怀远县,117.042086,33.037131
340322,安徽省蚌埠市五河县,117.76421,33.138465
340323,安徽省蚌埠市固镇县,117.354034,33.272841
340400,安徽省淮南市,117.018639,32.642812
340402,安徽省淮南市大通区,117.117138,32.643536
340403,安徽省淮南市田家庵区,117.014687,32.564364
340404,安徽省淮南市谢家集区,116.908772,32.5444
340405,安徽省淮南市八公山区,116.825521,32.65239
340406,安徽省淮南市潘集区,116.866193,32.800695
340421,安徽省淮南市凤台县,116.584905,32.791416
340422,安徽省淮南市寿县,116.798203,32.545027
340500,安徽省马鞍山市,118.515882,31.688528
340503,安徽省马鞍山市花山区,118.578348,31.711627
340504,安徽省马鞍山市雨山区,118.554558,31.659719
340506,安徽省马鞍山市博望区,118.818276,31.55117
340521,安徽省马鞍山市当涂县,118.646673,31.503024
340522,安徽省马鞍山市含山县,118.101448,31.735559
340523,安徽省马鞍山市和县,118.353668,31.74248
340600,安徽省淮北市,116.791447,33.960023
340602,安徽省淮北市杜集区,116.954967,34.113251
340603,安徽省淮北市相山区,116.728962,33.988335
340604,安徽省淮北市烈山区,116.908182,33.844054
340621,安徽省淮北市濉溪县,116.736899,33.693205
340700,安徽省铜陵市,117.819429,30.94093
340705,安徽省铜陵市铜官区,117.856541,30.936772
340706,安徽省铜陵市义安区,117.937405,30.950619
340711,安徽省铜陵市郊区,117.641551,30.754631
340722,安徽省铜陵市枞阳县,117.250191,30.705466
340800,安徽省安庆市,117.058739,30.537898
340802,安徽省安庆市迎江区,117.152542,30.541458
340803,安徽省安庆市大观区,116.980968,30.532487
340811,安徽省安庆市宜秀区,117.216005,31.859252
340822,安徽省安庆市怀宁县,116.803527,30.579025
340825,安徽省安庆市太湖县,116.182539,30.5011
340826,安徽省安庆市宿松县,116.253518,30.108217
340827,安徽省安庆市望江县,116.688092,30.242568
340828,安徽省安庆市岳西县,116.22007,30.901821
340881,安徽省安庆市桐城市,116.953559,30.972568
340882,安徽省安庆市潜山市,116.581224,30.631022
341000,安徽省黄山市,118.29357,29.734435
341002,安徽省黄山市屯溪区,118.309637,29.716535
341003,安徽省黄山市黄山区,118.077546,30.277746
341004,安徽省黄山市徽州区,118.278591,29.90214
341021,安徽省黄山市歙县,118.575156,29.871177
341022,安徽省黄山市休宁县,118.093082,29.66912
341023,安徽省黄山市黟县,117.91075,30.014778
341024,安徽省黄山市祁门县,117.600528,29.873706
341100,安徽省滁州市,118.32457,32.317351
341102,安徽省滁州市琅琊区,118.337569,32.338458
341103,安徽省滁州市南谯区,118.270828,32.310209
341122,安徽省滁州市来安县,118.53563,32.473712
341124,安徽省滁州市全椒县,118.105778,32.069933
341125,安徽省滁州市定远县,117.665965,32.473259
341126,安徽省滁州市凤阳县,117.611472,32.792215
341181,安徽省滁州市天长市,118.972913,32.721214
341182,安徽省滁州市明光市,118.140727,32.811836
341200,安徽省阜阳市,115.820932,32.901211
341202,安徽省阜阳市颍州区,115.727727,32.867689
341203,安徽省阜阳市颍东区,116.039985,32.941585
341204,安徽省阜阳市颍泉区,115.734026,33.07351
341221,安徽省阜阳市临泉县,115.248461,32.909769
341222,安徽省阜阳市太和县,115.648756,33.337748
341225,安徽省阜阳市阜南县,115.654099,32.655881
341226,安徽省阜阳市颍上县,116.265314,32.66246
341282,安徽省阜阳市界首市,115.398643,33.226193
341300,安徽省宿州市,116.988692,33.636772
341302,安徽省宿州市埇桥区,116.988692,33.636772
341321,安徽省宿州市砀山县,116.420282,34.454057
341322,安徽省宿州市萧县,116.812422,34.20853
341323,安徽省宿州市灵璧县,117.543127,33.690737
341324,安徽省宿州市泗县,117.890359,33.544347
341500,安徽省六安市,116.505253,31.755558
341502,安徽省六安市金安区,116.661941,31.631258
341503,安徽省六安市裕安区,116.302573,31.753039
341504,安徽省六安市叶集区,115.925271,31.863693
341522,安徽省六安市霍邱县,116.173521,32.201507
341523,安徽省六安市舒城县,116.828559,31.310003
341524,安徽省六安市金寨县,115.779315,31.479093
341525,安徽省六安市霍山县,116.246675,31.287056
341600,安徽省亳州市,115.787928,33.871211
341602,安徽省亳州市谯城区,115.812814,33.782924
341621,安徽省亳州市涡阳县,116.22355,33.557949
341622,安徽省亳州市蒙城县,116.591512,33.223044
341623,安徽省亳州市利辛县,116.166272,33.157376
341700,安徽省池州市,117.494477,30.660019
341702,安徽省池州市贵池区,117.508478,30.514086
341721,安徽省池州市东至县,117.006827,30.03407
341722,安徽省池州市石台县,117.538282,30.199161
341723,安徽省池州市青阳县,117.908159,30.602013
341800,安徽省宣城市,118.752096,30.951642
341802,安徽省宣城市宣州区,118.797803,30.943631
341821,安徽省宣城市郎溪县,119.167904,31.100124
341823,安徽省宣城市泾县,118.37604,30.599287
341824,安徽省宣城市绩溪县,118.663777,30.162401
341825,安徽省宣城市旌德县,118.482898,30.321833
341881,安徽省宣城市宁国市,118.997025,30.502936
341882,安徽省宣城市广德市,119.420799,30.877608
350000,福建省,117.984943,26.050118
350100,福建省福州市,119.330221,26.047125
350102,福建省福州市鼓楼区,119.290633,26.097871
350103,福建省福州市台江区,119.324063,26.062154
350104,福建省福州市仓山区,119.334936,26.019664
350105,福建省福州市马尾区,119.510802,26.08265
350111,福建省福州市晋安区,119.314923,26.221752
350112,福建省福州市长乐区,119.593579,25.888274
350121,福建省福州市闽侯县,119.122383,26.182432
350122,福建省福州市连江县,119.568339,26.301591
350123,福建省福州市罗源县,119.465234,26.506326
350124,福建省福州市闽清县,118.778803,26.212273
350125,福建省福州市永泰县,118.794741,25.857384
350128,福建省福州市平潭县,119.766453,25.537738
350181,福建省福州市福清市,119.377547,25.638121
350200,福建省厦门市,118.103886,24.489231
350203,福建省厦门市思明区,118.134535,24.468728
350205,福建省厦门市海沧区,117.983956,24.53619
350206,福建省厦门市湖里区,118.144676,24.521974
350211,福建省厦门市集美区,118.029412,24.640973
350212,福建省厦门市同安区,118.114685,24.781705
350213,福建省厦门市翔安区,118.280803,24.675485
350300,福建省莆田市,119.077731,25.44845
350302,福建省莆田市城厢区,118.954443,25.433375
350303,福建省莆田市涵江区,119.079039,25.604742
350304,福建省莆田市荔城区,119.074103,25.427592
350305,福建省莆田市秀屿区,119.131466,25.276365
350322,福建省莆田市仙游县,118.704626,25.468258
350400,福建省三明市,117.642194,26.270835
350404,福建省三明市三元区,117.646153,26.271653
350405,福建省三明市沙县区,117.792551,26.396843
350421,福建省三明市明溪县,117.218599,26.418484
350423,福建省三明市清流县,116.921193,26.099298
350424,福建省三明市宁化县,116.678118,26.310073
350425,福建省三明市大田县,117.817997,25.797449
350426,福建省三明市尤溪县,118.253868,26.150594
350428,福建省三明市将乐县,117.40084,26.732329
350429,福建省三明市泰宁县,117.12566,26.865477
350430,福建省三明市建宁县,116.793071,26.817741
350481,福建省三明市永安市,117.328535,25.919433
350500,福建省泉州市,118.600362,24.901652
350502,福建省泉州市鲤城区,118.568455,24.905745
350503,福建省泉州市丰泽区,118.607432,24.936275
350504,福建省泉州市洛江区,118.643453,25.133414
350505,福建省泉州市泉港区,118.819017,25.173479
350521,福建省泉州市惠安县,118.809473,24.991871
350524,福建省泉州市安溪县,117.911632,25.125684
350525,福建省泉州市永春县,118.140971,25.395599
350526,福建省泉州市德化县,118.258039,25.674049
350527,福建省泉州市金门县,118.379772,24.453685
350581,福建省泉州市石狮市,118.692481,24.744894
350582,福建省泉州市晋江市,118.558651,24.729638
350583,福建省泉州市南安市,118.388981,25.017973
350600,福建省漳州市,117.676205,24.517065
350602,福建省漳州市芗城区,117.633366,24.575089
350603,福建省漳州市龙文区,117.704037,24.537177
350604,福建省漳州市龙海区,117.818485,24.446839
350605,福建省漳州市长泰区,117.759119,24.625989
350622,福建省漳州市云霄县,117.338111,23.984925
350623,福建省漳州市漳浦县,117.691456,24.13461
350624,福建省漳州市诏安县,117.132942,23.874041
350626,福建省漳州市东山县,117.425416,23.69111
350627,福建省漳州市南靖县,117.293055,24.668806
350628,福建省漳州市平和县,117.200721,24.324491
350629,福建省漳州市华安县,117.543805,24.918688
350700,福建省南平市,118.181883,26.643626
350702,福建省南平市延平区,118.254737,26.590155
350703,福建省南平市建阳区,118.120392,27.331996
350721,福建省南平市顺昌县,117.873681,26.908712
350722,福建省南平市浦城县,118.524298,27.945164
350723,福建省南平市光泽县,117.355536,27.655598
350724,福建省南平市松溪县,118.765689,27.610704
350725,福建省南平市政和县,118.971671,27.324782
350781,福建省南平市邵武市,117.480572,27.235197
350782,福建省南平市武夷山市,118.011543,27.748135
350783,福建省南平市建瓯市,118.485147,27.044914
350800,福建省龙岩市,117.017997,25.078685
350802,福建省龙岩市新罗区,117.086322,25.222206
350803,福建省龙岩市永定区,116.732216,24.724148
350821,福建省龙岩市长汀县,116.371884,25.696958
350823,福建省龙岩市上杭县,116.568669,25.126526
350824,福建省龙岩市武平县,116.135917,25.139021
350825,福建省龙岩市连城县,116.821448,25.604177
350881,福建省龙岩市漳平市,117.451722,25.379998
350900,福建省宁德市,119.542082,26.656527
350902,福建省宁德市蕉城区,119.454559,26.763865
350921,福建省宁德市霞浦县,119.990551,26.868877
350922,福建省宁德市古田县,118.87954,26.618899
350923,福建省宁德市屏南县,118.989291,26.921562
350924,福建省宁德市寿宁县,119.50552,27.42623
350925,福建省宁德市周宁县,119.313326,27.094313
350926,福建省宁德市柘荣县,119.887522,27.207068
350981,福建省宁德市福安市,119.656277,27.055897
350982,福建省宁德市福鼎市,120.198307,27.224829
360000,江西省,115.676082,27.757258
360100,江西省南昌市,115.893528,28.689578
360102,江西省南昌市东湖区,115.910148,28.692375
360103,江西省南昌市西湖区,115.898948,28.657326
360104,江西省南昌市青云谱区,115.921954,28.636601
360111,江西省南昌市青山湖区,115.930906,28.700849
360112,江西省南昌市新建区,115.815244,28.693192
360113,江西省南昌市红谷滩区,115.858127,28.698188
360121,江西省南昌市南昌县,116.071261,28.620772
360123,江西省南昌市安义县,115.595202,28.836412
360124,江西省南昌市进贤县,116.317458,28.441758
360200,江西省景德镇市,117.186523,29.303563
360202,江西省景德镇市昌江区,117.1862,29.272155
360203,江西省景德镇市珠山区,117.234119,29.303231
360222,江西省景德镇市浮梁县,117.308979,29.556556
360281,江西省景德镇市乐平市,117.273279,28.969928
360300,江西省萍乡市,113.859917,27.639544
360302,江西省萍乡市安源区,113.878869,27.645395
360313,江西省萍乡市湘东区,113.739818,27.53371
360321,江西省萍乡市莲花县,113.959777,27.223445
360322,江西省萍乡市上栗县,113.867806,27.83226
360323,江西省萍乡市芦溪县,114.070007,27.578023
360400,江西省九江市,115.999848,29.71964
360402,江西省九江市濂溪区,116.009736,29.666586
360403,江西省九江市浔阳区,116.002768,29.717849
360404,江西省九江市柴桑区,115.911005,29.608775
360423,江西省九江市武宁县,115.023159,29.263844
360424,江西省九江市修水县,114.446192,29.000021
360425,江西省九江市永修县,115.742475,29.141311
360426,江西省九江市德安县,115.634084,29.401728
360428,江西省九江市都昌县,116.342048,29.356215
360429,江西省九江市湖口县,116.292561,29.668061
360430,江西省九江市彭泽县,116.629332,29.834597
360481,江西省九江市瑞昌市,115.459686,29.628545
360482,江西省九江市共青城市,115.784269,29.235082
360483,江西省九江市庐山市,116.045118,29.448225
360500,江西省新余市,114.947117,27.822322
360502,江西省新余市渝水区,115.007851,27.850578
360521,江西省新余市分宜县,114.678163,27.844993
360600,江西省鹰潭市,117.03545,28.24131
360602,江西省鹰潭市月湖区,117.057706,28.247205
360603,江西省鹰潭市余江区,116.854576,28.199657
360681,江西省鹰潭市贵溪市,117.19787,28.190604
360700,江西省赣州市,114.935909,25.845296
360702,江西省赣州市章贡区,114.937365,25.838711
360703,江西省赣州市南康区,114.765044,25.661369
360704,江西省赣州市赣县区,115.021196,25.854496
360722,江西省赣州市信丰县,114.9818,25.286018
360723,江西省赣州市大余县,114.36649,25.448472
360724,江西省赣州市上犹县,114.402605,25.939253
360725,江西省赣州市崇义县,114.199337,25.679632
360726,江西省赣州市安远县,115.396613,25.238854
360728,江西省赣州市定南县,115.09388,24.82416
360729,江西省赣州市全南县,114.522343,24.853233
360730,江西省赣州市宁都县,116.012116,26.590232
360731,江西省赣州市于都县,115.508893,25.936772
360732,江西省赣州市兴国县,115.446507,26.425201
360733,江西省赣州市会昌县,115.765151,25.505757
360734,江西省赣州市寻乌县,115.665148,24.905101
360735,江西省赣州市石城县,116.372322,26.305565
360781,江西省赣州市瑞金市,115.985867,25.921831
360783,江西省赣州市龙南市,114.804474,24.901216
360800,江西省吉安市,114.992039,27.113848
360802,江西省吉安市吉州区,114.960437,27.160925
360803,江西省吉安市青原区,115.266167,26.859217
360821,江西省吉安市吉安县,114.751278,27.144039
360822,江西省吉安市吉水县,115.254638,27.197465
360823,江西省吉安市峡江县,115.214437,27.589281
360824,江西省吉安市新干县,115.506839,27.73858
360825,江西省吉安市永丰县,115.592831,27.097545
360826,江西省吉安市泰和县,114.909356,26.744021
360827,江西省吉安市遂川县,114.370589,26.344269
360828,江西省吉安市万安县,114.825016,26.444633
360829,江西省吉安市安福县,114.455591,27.361338
360830,江西省吉安市永新县,114.188447,26.973089
360881,江西省吉安市井冈山市,114.125439,26.63315
360900,江西省宜春市,114.400039,27.81113
360902,江西省宜春市袁州区,114.290358,27.839383
360921,江西省宜春市奉新县,115.180078,28.714689
360922,江西省宜春市万载县,114.336143,28.209464
360923,江西省宜春市上高县,114.860958,28.199053
360924,江西省宜春市宜丰县,114.774366,28.454955
360925,江西省宜春市靖安县,115.237709,28.946084
360926,江西省宜春市铜鼓县,114.370134,28.615516
360981,江西省宜春市丰城市,115.823404,28.111516
360982,江西省宜春市樟树市,115.421346,28.002514
360983,江西省宜春市高安市,115.304482,28.365232
361000,江西省抚州市,116.360919,27.954545
361002,江西省抚州市临川区,116.362974,27.924732
361003,江西省抚州市东乡区,116.603159,28.249059
361021,江西省抚州市南城县,116.681732,27.518966
361022,江西省抚州市黎川县,116.931717,27.261522
361023,江西省抚州市南丰县,116.500362,27.114896
361024,江西省抚州市崇仁县,116.066336,27.714537
361025,江西省抚州市乐安县,115.843324,27.372429
361026,江西省抚州市宜黄县,116.251242,27.393067
361027,江西省抚州市金溪县,116.757712,27.931492
361028,江西省抚州市资溪县,117.035767,27.745229
361030,江西省抚州市广昌县,116.363117,26.761885
361100,江西省上饶市,117.955464,28.457623
361102,江西省上饶市信州区,118.050578,28.497223
361103,江西省上饶市广丰区,118.189729,28.463697
361104,江西省上饶市广信区,117.907454,28.448893
361123,江西省上饶市玉山县,118.168917,28.75934
361124,江西省上饶市铅山县,117.713461,28.109822
361125,江西省上饶市横峰县,117.645197,28.513847
361126,江西省上饶市弋阳县,117.41665,28.452236
361127,江西省上饶市余干县,116.621327,28.682776
361128,江西省上饶市鄱阳县,116.787693,29.243056
361129,江西省上饶市万年县,117.014413,28.703236
361130,江西省上饶市婺源县,117.787485,29.327232
361181,江西省上饶市德兴市,117.753259,28.940752
370000,山东省,118.527663,36.09929
370100,山东省济南市,117.024967,36.682785
370102,山东省济南市历下区,117.101586,36.659339
370103,山东省济南市市中区,116.979435,36.584026
370104,山东省济南市槐荫区,116.891199,36.682531
370105,山东省济南市天桥区,116.983157,36.778078
370112,山东省济南市历城区,117.190818,36.612688
370113,山东省济南市长清区,116.803552,36.42857
370114,山东省济南市章丘区,117.526228,36.681258
370115,山东省济南市济阳区,117.173722,36.978299
370116,山东省济南市莱芜区,117.675828,36.214895
370117,山东省济南市钢城区,117.811604,36.059393
370124,山东省济南市平阴县,116.422502,36.203933
370126,山东省济南市商河县,117.208714,37.325947
370200,山东省青岛市,120.384428,36.105215
370202,山东省青岛市市南区,120.376184,36.072517
370203,山东省青岛市市北区,120.378495,36.100058
370211,山东省青岛市黄岛区,120.169541,36.005019
370212,山东省青岛市崂山区,120.584906,36.195587
370213,山东省青岛市李沧区,120.431146,36.192897
370214,山东省青岛市城阳区,120.346326,36.284247
370215,山东省青岛市即墨区,120.447691,36.390217
370281,山东省青岛市胶州市,119.959421,36.248031
370283,山东省青岛市平度市,119.951062,36.78855
370285,山东省青岛市莱西市,120.442831,36.863637
370300,山东省淄博市,118.059134,36.804685
370302,山东省淄博市淄川区,118.020181,36.585463
370303,山东省淄博市张店区,118.077151,36.816097
370304,山东省淄博市博山区,117.965553,36.425427
370305,山东省淄博市临淄区,118.300697,36.854244
